iter	Passed	Remaining
1684	12526	2341
1685	12532	2334
1686	12541	2326
1687	12547	2319
1688	12555	2311
1689	12562	2304
1690	12573	2297
1691	12581	2290
1692	12590	2283
1693	12602	2276
1694	12609	2268
1695	12617	2261
1696	12624	2254
1697	12634	2247
1698	12642	2239
1699	12651	2232
1700	12660	2225
1701	12669	2218
1702	12678	2211
1703	12689	2204
1704	12699	2197
1705	12714	2191
1706	12724	2184
1707	12734	2177
1708	12745	2170
1709	12754	2163
1710	12764	2156
1711	12772	2148
1712	12780	2141
1713	12788	2133
1714	12795	2126
1715	12803	2118
1716	12810	2111
1717	12818	2104
1718	12826	2096
1719	12834	2089
1720	12842	2082
1721	12851	2074
1722	12861	2067
1723	12869	2060
1724	12877	2052
1725	12885	2045
1726	12894	2038
1727	12902	2030
1728	12910	2023
1729	12918	2016
1730	12926	2008
1731	12935	2001
1732	12943	1994
1733	12952	1986
1734	12959	1979
1735	12967	1971
1736	12974	1964
1737	12981	1956
1738	12988	1949
1739	12996	1941
1740	13003	1934
1741	13012	1927
1742	13022	1920
1743	13030	1912
1744	13038	1905
1745	13047	1898
1746	13054	1890
1747	13062	1883
1748	13070	1875
1749	13078	1868
1750	13085	1860
1751	13093	1853
1752	13102	1846
1753	13110	1838
1754	13118	1831
1755	13128	1824
1756	13137	1816
1757	13144	1809
1758	13151	1801
1759	13157	1794
1760	13164	1786
1761	13170	1778
1762	13177	1771
1763	13184	1763
1764	13191	1756
1765	13198	1748
1766	13206	1741
1767	13212	1733
1768	13219	1726
1769	13227	1718
1770	13234	1711
1771	13243	1704
1772	13251	1696
1773	13258	1689
1774	13265	1681
1775	13271	1673
1776	13278	1666
1777	13285	1658
1778	13291	1651
1779	13298	1643
1780	13306	1636
1781	13313	1628
1782	13320	1621
1783	13327	1613
1784	13335	1606
1785	13342	1598
1786	13350	1591
1787	13357	1583
1788	13364	1576
1789	13371	1568
1790	13378	1561
1791	13385	1553
1792	13391	1546
1793	13398	1538
1794	13405	1530
1795	13411	1523
1796	13421	1516
1797	13432	1509
1798	13445	1502
1799	13458	1495
1800	13472	1488
1801	13483	1481
1802	13490	1473
1803	13497	1466
1804	13503	1458
1805	13510	1451
1806	13516	1443
1807	13522	1436
1808	13529	1428
1809	13535	1420
1810	13542	1413
1811	13548	1405
1812	13555	1398
1813	13565	1390
1814	13573	1383
1815	13580	1376
1816	13588	1368
1817	13595	1361
1818	13603	1353
1819	13611	1346
1820	13618	1338
1821	13625	1331
1822	13633	1323
1823	13640	1316
1824	13650	1308
1825	13658	1301
1826	13665	1293
1827	13671	1286
1828	13677	1278
1829	13684	1271
1830	13692	1263
1831	13700	1256
1832	13707	1248
1833	13714	1241
1834	13721	1233
1835	13728	1226
1836	13735	1218
1837	13741	1211
1838	13748	1203
1839	13755	1196
1840	13763	1188
1841	13770	1181
1842	13777	1173
1843	13784	1166
1844	13791	1158
1845	13798	1151
1846	13805	1143
1847	13812	1136
1848	13819	1128
1849	13826	1121
1850	13833	1113
1851	13840	1106
1852	13847	1098
1853	13854	1091
1854	13861	1083
1855	13868	1076
1856	13875	1068
1857	13882	1060
1858	13889	1053
1859	13896	1045
1860	13903	1038
1861	13910	1030
1862	13917	1023
1863	13924	1015
1864	13931	1008
1865	13938	1000
1866	13945	993
1867	13952	985
1868	13961	978
1869	13969	971
1870	13976	963
1871	13983	956
1872	13989	948
1873	13997	941
1874	14005	933
1875	14011	926
1876	14018	918
1877	14026	911
1878	14034	903
1879	14041	896
1880	14050	888
1881	14058	881
1882	14066	874
1883	14074	866
1884	14084	859
1885	14095	852
1886	14103	844
1887	14111	837
1888	14120	829
1889	14128	822
1890	14135	814
1891	14143	807
1892	14151	799
1893	14159	792
1894	14167	785
1895	14176	777
1896	14187	770
1897	14195	762
1898	14204	755
1899	14216	748
1900	14223	740
1901	14231	733
1902	14239	725
1903	14247	718
1904	14255	710
1905	14265	703
1906	14278	696
1907	14288	688
1908	14296	681
1909	14304	674
1910	14314	666
1911	14321	659
1912	14328	651
1913	14335	644
1914	14342	636
1915	14349	629
1916	14356	621
1917	14364	614
1918	14371	606
1919	14377	599
1920	14384	591
1921	14391	584
1922	14398	576
1923	14406	569
1924	14420	561
1925	14431	554
1926	14438	546
1927	14446	539
1928	14451	531
1929	14458	524
1930	14465	516
1931	14471	509
1932	14479	501
1933	14485	494
1934	14491	486
1935	14498	479
1936	14505	471
1937	14511	464
1938	14519	456
1939	14526	449
1940	14534	441
1941	14543	434
1942	14550	426
1943	14558	419
1944	14565	411
1945	14574	404
1946	14581	396
1947	14590	389
1948	14598	381
1949	14605	374
1950	14611	366
1951	14619	359
1952	14626	351
1953	14633	344
1954	14643	337
1955	14652	329
1956	14660	322
1957	14668	314
1958	14675	307
1959	14683	299
1960	14691	292
1961	14698	284
1962	14707	277
1963	14716	269
1964	14724	262
1965	14731	254
1966	14740	247
1967	14747	239
1968	14755	232
1969	14763	224
1970	14774	217
1971	14782	209
1972	14790	202
1973	14797	194
1974	14803	187
1975	14811	179
1976	14820	172
1977	14827	164
1978	14834	157
1979	14841	149
1980	14848	142
1981	14855	134
1982	14862	127
1983	14870	119
1984	14876	112
1985	14883	104
1986	14890	97
1987	14896	89
1988	14903	82
1989	14910	74
1990	14916	67
1991	14923	59
1992	14931	52
1993	14938	44
1994	14945	37
1995	14952	29
1996	14959	22
1997	14966	14
1998	14973	7
1999	14980	0
